English,ISL-Gloss
Tom says he wants to buy that., tom he that say want buy
Is it really worth it?, it worth it really it
This isn't what I ordered., this i order what no
We discussed the problem at length., we problem length discuss
Tom told Mary he could eat anything., tom he mary anything tell eat
Do you know whose car that is?, you that car know whose
I'm a free man., i free free man
She smiled at him., she him smile at
All the students are present., all student present
Words can't describe it., words it describe no
Why isn't anybody doing anything?, anybody anything do why no
She went on speaking., she go on speak
He thinks of nothing but himself., he nothing but himself think of
You're not being rational., you rational no
It's what we've always dreamed of., it we always dream of what
When did you meet her?, you her meet when
You've got bags under your eyes., you your bag your eye get
What are you drinking?, you drink what
What makes you think I'm not happy?, you i happy make think what no
I had to make a choice., i choice have make
You have a regular pulse., you regular regular pulse have
I don't feel like doing it today., i it today feel like do no
The children were asleep upstairs., child asleep upstairs
Can I use your phone?, i your your phone use
Tom is convinced everybody hates him., tom convince everybody hat him convince hat
The boy didn't change his opinion., boy his his opinion change no
I am a cook., i cook
They're part of a football team., they part of football team
"You're not married, are you?", you marry you no
I can't possibly allow that., i possibly that allow no
I care about all of you., i all of you care about
I want to buy a new computer., i new new computer want buy
This is your house now., this your your house now
The dinner is almost ready., dinner almost ready almost
I try to please everyone., i everyone try please
"I make you nervous, don't I?", i you nervous i make do no
I want a picture of that dog., i picture of that dog want
How did you lose so much weight?, you much so much weight lose so how
He kicked him while he was down., he he him down kick
What should we do next?, we next do next what
No one has anything., no one no anything have
We got lost in the fog., we fog lose in
I saw a house in the distance., i house in distance saw
Do you know Tom's girlfriend's name?, you tom 's girlfriend 's girlfriend name know
You are actresses., you actress
I don't know where that came from., i that know come from where no
We'll manage this., we this manage
We're here to protect you., we here you protect
They're looking for you., they you look for
I dream about you quite often., i you quite often dream about
Everyone knew that., everyone that know
I really need to sleep., i really need sleep
She was formerly a bank clerk., she formerly bank clerk
I'd do anything for those kids., i anything those kid do
That's what she said., that she say what
There'll be a lot of expenses., there lot of expense
This is a scam., this scam
He is reasonable in his demands., he reasonable in his his demand
I think we all know what's happening., i we all think know happen what
We're aware of that., we aware of that
I was just curious., i just curious just
I've never seen you laugh., i you see laugh no
Air the futon.,
Those are your choices., those your your choice
It snowed all night., it all night snow
Tom got up to help Mary., tom mary get up help
How do we find it?, we it find how
It's the end of the year., it end of year
She was very surprised at the news., she very surprised at very news
You must go up the hill., you hill go up
I like doing this., i this do
Do you think I still love Tom?, you i still tom think love
Here or to go?, here go
I find it hard to believe., i it hard find believe
He listened to my opinion., he my my opinion listen to
I didn't watch TV last night., i last tv last night watch no
That house is for sale., that house that sale
It looks very nice., it very nice very look very
He has done his utmost for me., he his his utmost for me do
Smoking is harmful to your health., smoking harmful to your your health
He is too old., he too old too
I'll miss this place., i this place miss
That's not a good sign., that good good sign no
We have a reservation for six-thirty., we reservation for six - thirty have
"Could you turn the heat down, please?", you heat turn
How does he do this?, he this do how
I had a good night's rest., i good night 's night rest have
I know what happens next., i next know happen next what
Has the world gone mad?, world mad go
Nobody can be that lucky., nobody that lucky that
Are you about done?, you about do
I have confidence in his abilities., i his confidence in his ability have
No one ever believed me., no one no ever me believe
This is not true., this true no
I often catch colds in the winter., i often cold winter catch
"Honey, I love you.", i honey you love
I don't want you to go., i you want go no
Tom looked a bit surprised., tom bit surprised bit look
What made Tom do that?, tom that make do what
That's an imitation., that imitation
I really miss my girlfriend., i my really my girlfriend miss
I really don't know why that happened., i that really know happen why no
She emerged victorious in the struggle., she victorious struggle emerge
I cook a little at home., i little little home cook
What have you come up with?, you come up what
She fell in love with him., she love him fell in
Tom gave me this apple., tom me this apple give
I always walk., i always walk
I'd like to be with Tom., i tom like
Tom also speaks French., tom french also french speak
Take an umbrella. It's likely to rain., it likely rain umbrella take rain
I feel a bit nauseous., i bit nauseous bit feel
Can you read music?, you music read
I went to the market., i market go to
Tom got back into the car., tom back into car get back
This place is really noisy., this place really noisy this really
Go have some fun., some fun go
I freaked out., i freak out
"That's what I thought, too.", that i too think what
Thanks for reminding me., me remind
You aren't listening to what I'm saying., you i listen to say what no
They agreed to start early., they early agree start early
Please don't write to me again., me again write to no
Finding work is difficult., finding work difficult work finding
So how did the date go?, date so go how
I know Tom is infuriated., i tom know infuriate
What did you have to do?, you have do what
I told them they shouldn't move., i they them tell move no
I usually don't wear a tie., i usually tie wear no
I was just going to say that., i just that go say
Did you just realize that?, you just that realize
I need something else., i something else need
Are you always so pessimistic?, you so pessimistic always so
Tom is very likely to succeed., tom very likely succeed very succeed
Can you please repeat the question?, you question repeat
Are you as tall as me?, you as tall as as me
I don't mind getting up at six., i six mind get up no
Do you want to know?, you want know
Are you young?, you young
She laid the child down gently., she child gently lay
I think you'd better come back home., i you better back home think come back
She listened to him., she him listen to
Did anybody see what happened?, anybody see happen what
You do seem a little tense., you little little tense seem
I know that Tom is boring., i tom bore know bore
Is Tom rich?, tom rich
You have a beautiful apartment., you beautiful beautiful apartment have
I would've never done that that way., i that that way do no
You're unbelievably stupid., you unbelievably stupid unbelievably
No one is unbeatable., no one unbeatable no
My sister resembles my mother., my sister my my mother resembles
It's all over between us., it all over us
I was outraged by his answer., i by his answer his answer outrage by
They're really ugly., they really ugly really
Tom is wise., tom wise
Just tell them no., just them no tell
Please follow the nurse's directions., nurse 's nurse direction follow
Thanks for coming over tonight., tonight come over
Smoking is really bad for your health., smoking really bad your really your health
She confronted him and demanded an apology., she him apology confront demand
That car is quite new., that car quite new that quite
She wanted to help them., she them want help
I think Tom is still sleeping., i tom still think sleep
I don't think any of them know., i any of them think know no
I was surprised by his perseverance., i by his perseverance his perseverance surprise by
I just can't believe my eyes., i my just my eye believe no
I feel kind of frustrated., i of frustrate kind of feel kind
Tom took a shower., tom shower take
That's what I figured., that i figure what
I no longer need a loan., i no longer loan need
The drowning man shouted for help., drown man help drown shout for
There is no accounting for tastes., there no account for taste
He won many competitions., he many many competition win
I don't know where exactly., i exactly know where no
I'm tired of your complaints., i tired of your your complaint
That's against the rules., that rule
"We need action, not words."," we action , not word need no"
Have fun with that., fun that have
He ate all of the apple., he all of apple eat
"Sorry, I wasn't paying attention.", i attention pay no
I still don't get it., i still it get no
Would you teach me how to dance?, you me teach dance how
You can't kill both of us., you both of us kill no
"On your mark, get set, go!", your your mark set go
I love your place., i your your place love
They said it's OK., they it ok say
They were swimming., they swim
Tom sang better than Mary did., tom mary good do sing good do
I was one of the skeptics., i one of skeptic
He writes Arabic., he arabic write
I finished reading the book last night., i last book last night finish read
The sky is becoming cloudy., sky cloudy become
We work every day except Sunday., we every day sunday work
We left the final decision to him., we final final decision him leave
I wrote a long letter to her., i long long letter to her write
That doesn't add up., that add up no
Quit acting like a child., child act like
You seem very busy., you busy very busy seem very
He was very kind to them., he very kind very them
It's an ambush!, it ambush
She told him not to worry., she him tell worry no
They're sunbathing around the pool., they pool sunbathe around
You're not thinking clearly., you clearly think clearly no
The noise kept me awake all night., noise awake me awake all night keep
Are you courageous?, you courageous
What are you reading?, you read what
You guys are a lot of fun., you guy lot of fun
I can't sleep at all!, i at all sleep at no
When will your book be published?, your book publish when
I have absolute confidence in your judgement., i absolute your absolute confidence in your judgement have
The hawk caught a mouse., hawk mouse caught
Can you recommend a good book?, you good good book recommend
Some of them are my friends., some of my them my friend
Tom's not a nice guy., tom 's nice no
I'm just a normal guy., i normal just normal guy
Learning a foreign language is fun., learning foreign language fun foreign language learning
We're friends now., we friend now
I couldn't get rid of it., i rid of it get rid of no
What does he intend to do?, he intend do what
Don't come near me., me come near no
I know you were born in Boston., i you boston know bear in
I just told everybody the good news., i good just everybody good news tell
"Who's younger, Tom or Mary?"," young , tom who"
Does it hurt a lot?, it lot hurt
The weather turned better., weather well turn well
Help me out., me help
I don't really care what you think., i you really care think what no
It's awfully cold today., it awfully cold awfully today
The cat is safe., cat safe
I'm not at all interested in physics., i all interested in at all physic no
Have you ever kissed another girl?, you ever another girl kiss
I can jump., i jump
She still loves him., she still him love
It wasn't difficult to do that., it difficult do that do no
I'm confused now., i confused now
The coal is burning., coal burn
Go play outside. It's a beautiful day., it beautiful outside beautiful day play outside
I can keep a secret., i secret keep
Don't you have an interesting face?, you interest interest face have no
Tom is busy preparing for his trip., tom busy prepare his his trip prepare for
You should sit down., you sit down
I apologized immediately., i immediately apologize immediately
I'm going to call it a night., i it night go call
I should've never come here., i here come here no
Does anyone care?, anyone care
How old are your children?, old your child how
No one I know goes there anymore., no one i no there anymore know go there
My mom doesn't speak English very well., my mom english very well speak no
She gave him something cold to drink., she cold him something cold drink give drink
We'll eat on the way., we way eat on
The land had never been ploughed., land plough no
Why didn't you do anything?, you anything do why no
We broke up., we break up
Tom showed me his photo album., tom his me his photo album show
I like bananas more than apples., i bananas more than apple like
I can hear the wind., i wind hear
I feel their pain., i their their pain feel
I didn't want Tom to touch me., i tom me want touch no
I didn't know you had a brother., i you brother know have no
Tom is en route to Boston., tom route to boston
He studied to be a doctor., he doctor study
He likes animals., he animal like
I have finished my work., i my my work finish
The neighbors called the police., neighbor police call
Tom won't eat it., tom it eat no
Tom should be fired., tom fire
Hippopotamuses love water.,
Why don't you remember?, you remember why no
You have a lot of strange ideas., you strange lot of strange idea have
This car is too expensive., this car too expensive this too
There's nothing new under the sun., there new nothing new sun 's
We know you're interested., we you interested know
Let me borrow that., me that let borrow
I often get a letter from him., i often letter him get
Doesn't it sometimes just get to you?, it sometimes just you get to no
I need a soldering iron., i solder solder iron need
The opening ceremony took place yesterday., open ceremony place yesterday take
It's a basic human right., it basic human basic human right
Did you do your homework?, you your your homework do
Go and see the doctor., doctor go see
She cast an eye in his direction., she his eye his direction cast
Our budget won't allow that luxury., our budget that luxury allow no
I'm going back home tomorrow., i back home tomorrow go back
Why are you so wet?, you so wet so why
Thank you for coming to meet me., you me thank come meet
Do you have something for me?, you something for me have
I saw my reflection in the window., i my my reflection in window saw
Don't ask me to do this., me this ask do no
You should do that now., you that now do
We went swimming at the beach., we beach go swim at
Tom taught French., tom french teach
I guarantee it., i it guarantee
Your son is dating my daughter., your son my my daughter date
I cried when my dog died., i my dog cry die when
I want to know what you're thinking., i you want know think what
I did my job., i my my job do
You don't sound convinced., you convinced sound no
What happened to you?, you happen to what
The chicken is a bit too dry., chicken bit too dry bit too
It was an immediate success., it immediate immediate success
You are the one., you one
It is an option., it option
I need a little more space., i little more little more space need
He slipped on a banana peel., he banana peel slip on
I'm not like them., i them no
I hate when this happens., i this hate happen when
Where should I put my baggage?, i my my baggage put where
How can we let this happen?, we this let happen how
We don't have a second choice., we second second choice have no
My pen isn't as good as yours., my pen as good as as yours no
There was just barely enough time., there enough just barely enough time be just
It was an excellent game., it excellent excellent game
This program is a rerun., this program this rerun
You look great., you great look
They were waiting for us., they us wait for
Don't open your umbrella in the hall., your your umbrella hall open no
"When life gives you lemons, make lemonade.", life you lemon lemonade give make when
Someone stole my wallet., someone my my wallet steal
I have something to tell you., i something tell you have tell
We've all done that a few times., we few that few time do
I just can't help myself., i just myself help no
I was busy all day., i busy all day
Don't talk back to me like that., back to me that talk back no
Please accept my sincerest condolences., my sincere my sincere condolence accept
There's a difference., there difference 's
You're still my son., you my still my son
We're all to blame for that., we all that blame for
Are you tired?, you tire
He was found mysteriously murdered., he mysteriously find mysteriously murder
I'll cover for you., i you cover for
I'm not like you., i you no
I hope everybody is on our side., i everybody our our side hope
Do you want anything to eat?, you anything eat want eat
That's not very elegant., that very elegant very no
When did you start writing songs?, you song start write when
I didn't realize you were Canadian., i you canadian realize no
The clock isn't working., clock work no
This tea smells nice., this tea nice this smell
Do as you like., you do like
I prefer dogs., i dog prefer
I don't like this place., i this place like no
Let's put a stop to this discussion., 's stop this discussion let put
This is a game for young children., this young game for young child
They weren't invited., they invite no
This table is expensive., this table expensive this
I got hit by lightning., i by lightning lightning hit by
None of this was meant to happen., none of this mean happen
You did what you could to help., you you do help what
This is no joke., this no joke
I'm looking forward to seeing you dance., i you forward look forward see dance
Answer my question carefully., my my question carefully answer
Please have a drink., drink have
"Suddenly, it started to rain very hard.", it suddenly very hard start rain very
"Well, let's have a look.", 's look let have
I think you should get started., i you think start
I thought we could talk., i we think talk
How many more forks do you need?, many more you more fork need how
The old couple had no children., old couple no child have
What are your intentions?, your intention what
I love your sweater., i your your sweater love
Did you study French yesterday?, you french yesterday study
Doctors thought he had a cold., doctors he cold think have
I have been to the barber's., i barber 's
You won't bleed to death., you death bleed to no
I don't really have a choice., i really choice have no
The food is terrible., food terrible
He is quite a gentleman., he quite gentleman
We're going to do everything we can., we we everything can go do
His dog barks at me., his dog me bark at
Don't ask me., me ask no
Aren't you embarrassed?, you embarrass no
He wrote a letter yesterday., he letter yesterday write
I want to live in a castle., i castle want live in
What are you crunching on?, you crunch on what
He is afraid of his grandfather., he afraid of his his grandfather
All journeys begin with a first step., all journey first all first step begin with
Maybe it's not that bad., it that bad maybe that no
I thought you could use this., i you this think use
This medicine tastes awful., this medicine awful this taste
That's all I can ask for., that i all ask ask for
Dead men tell no tales., dead men no tale tell
I have seen that girl before., i that girl before see
Are you sleepy?, you sleepy
I don't want to do this alone., i this alone want do no
I'm going to relax., i go relax
I felt myself being lifted up., i myself felt lift up
This church was destroyed by cannon fire., this church by fire this cannon fire destroy by
Was anybody in there?, anybody in there
How did you answer Tom?, you tom answer how
I think you should go now., i you now think go now
I saw one., i one saw
Please excuse me for being rude., rude me excuse
He felt a pain in his back., he his pain in his back felt
Hand me the hammer., me hammer hand
"I'll graduate this year, I hope.", i i this year graduate hope
Insurance policies don't cover preexisting conditions., insurance policy preexist preexist condition cover no
No investigation is required., no investigation no require
I know a good restaurant that's inexpensive., i good that inexpensive good restaurant 's know
I'm glad you're my friend., i glad you 're my my friend
I want to hold your hand., i your your hand want hold
My sister plays piano every day., my sister piano every day play
He was the only man., he only only man
How many children do you have?, many you many child have how
I expect much of him., i much much of him expect
We need you back., we you back need
They used a high-speed camera., they high speed camera use
Tom swims better than I do., tom i good do swim good do
Be quiet and listen., quiet listen
I write every chance I get., i i every chance get write get
I have to clean that up., i that have clean
I never made such a promise., i such promise make no
Do you think Tom hates me?, you tom me think hat
She is getting prettier., she prettier get
Tom thinks Mary will be upset., tom mary upset think
You need to stay there., you there need stay there
Tom's family owns this bakery., tom 's family this bakery own
Maybe you were right., you right maybe
It's dark in here., it dark in here
I'm feeling fine now., i fine now feel
You aren't smiling., you smile no
I like to talk., i like talk
They were all smiling., they all smile
He's just a business associate., he just business associate
I knew I wasn't crazy., i i crazy know no
I don't want to be alone., i alone want no
Get on your knees., your your knee get on
I was reading a book while walking., i book read walk
I really hurried., i really hurry
Leave a message., message leave
I had my bicycle stolen., i my bicycle have steal
It was a beautiful wedding ceremony., it beautiful beautiful wed ceremony
It was a busy night., it busy busy night
Where are my glasses?, my glass where
I'll try to prevent that from happening., i that try prevent happen
Don't you want to go with us?, you us want go with no
There was nothing to burn., there nothing burn be burn
I was just relaxing., i just relax just relax
It is probable that she will come., it probable she come
Why aren't you listening?, you listen why no
Tom mopped the kitchen floor., tom kitchen floor mop
Tom's favorite actress is Ellen Page., tom 's favorite actress ellen page
Tom rolled down the window., tom window roll down
He got more than he bargained for., he more he bargain get bargain for
I never get invited to parties., i party invite to no
I raise orchids., i orchid raise
I'm a freshman., i freshman
The three brothers must help one another., three brother three one another help
Deposit this check in my checking account., my this check in my check account deposit
Shame on you., you
We talked about this yesterday., we this yesterday talk about
Don't tell anybody., anybody tell no
I don't know that word., i that word know no
He behaves like a child., he child behave like
Are you blackmailing me?, you me blackmail
The spy made contact with the enemy., spy contact with enemy make
No one will care., no one no care
Tom wants you to help him., tom you him want help
Please telephone him., him telephone
I saw my sister there., i my my sister there saw
We must cut down our expenses., we our our expense cut down
You should have told him., you him tell
I'm not wealthy., i wealthy no
That's all you need to know., that you all need need know
I hope this good weather continues., i this good weather this hope continue
Carry this for me., this for me carry
Raise your hands!, your your hand raise
I don't remember you at all., i you at all remember no
Take a nap if you're tired., you tire nap take
He is heroic., he heroic
She cooked us a delicious dinner., she delicious us delicious dinner cook
I skipped French class today., i french french class today skip
I was planning on telling you., i you plan on tell
Come and help us., us come help
I love summer., i summer love
I know that Tom likes jazz., i tom jazz know like
You're a good bassist., you good good bassist
They're the ones who want to go., they one want want go who
Do you think I'm fat?, you i fat think
We're going to have a test today., we test today go have
I'll give you this money., i you this money give
It's time to get down to business., it time get business get down
It's your decision., it your your decision
Where's your captain?, your captain where
Am I disturbing you?, i you disturb
Do your best., your best your best do
It doesn't work yet., it yet work yet no
Don't look so shocked., so shocked so look so no
I was forced to accept his proposal., i his his proposal force accept
Her hobby was collecting old coins., her hobby old old coin collect
I feel like I've been cheated., i i feel cheat
Have you ever climbed Mt. Fuji?, you ever mt. fuji climbed
Do you have work experience?, you work experience have
You're not very funny., you very funny very no
Where did you find that dress?, you that dress find where
No one else was injured., no one else no else injure
"If necessary, I'll come at nine tomorrow.", necessary i nine tomorrow come at
The idea is typical of him., idea typical of him
They slept in the same bed., they same same bed sleep in
Tom will always be here for you., tom always here you
He is very eager to go there., he very eager go very there go there
I found it difficult to convince her., i it difficult her find convince
Tom got remarried recently., tom recently remarry recently
I'd like you to have this., i you this like have
She had no brother., she no brother have
When is Tom arriving?, tom arrive when
One and three are odd numbers., one and three odd odd number
The microphone is dead., microphone dead
Tom gave something to Mary., tom something to mary give
Promise me you won't do that again., you me that again promise do no
I've never had trouble falling asleep., i asleep trouble fall have fall no
When did you build your house?, you your your house build when
I know how to use this., i this know use how
Tom became a national hero., tom national national hero become
Tom fastened his seat belt., tom his his seat belt fasten
"Could you bring us the bill, please?", you us bill bring
"You weren't married for long, were you?", you marry for long you marry for no
Where are you hurt?, you hurt where
Vigorous exercise makes you sweat., vigorous exercise you make sweat
What made you ask that?, you that make ask what
I wanted to know what happened., i want know happen what
Tom is wearing John's T-shirt., tom john 's john t - shirt wear
I've already told Tom what to do., i already tom tell do what
I called security., i security call
Tell me what your problem is., your problem me what tell
We will have to postpone the game., we game have postpone
About how many books do you have?, many you many book how
I'm from the city., i city
"I'm not talking to you, Tom.", i you tom talk to no
There's no such thing as ESP., there such no such thing as esp 's
It's a fact., it fact
Condors have never bred in zoos., condors zoo breed in no
I don't know anybody in this town., i anybody in this town know no
The enemy torpedoed our ship., enemy our our ship torpedo
Something very weird happened to me yesterday., something weird very weird me yesterday happen to
I didn't make the rules., i rule make no
She pulled my shirt., she my my shirt pull
I just have a few questions., i few just few question have
You've got a pretty good memory., you good pretty good memory get
Tom lacks confidence in himself., tom confidence in himself lack
A fuse has blown., fuse blow
I met him about noon., i him noon meet
We need to go., we need go
Sulfur burns with a blue flame., sulfur blue blue flame burn with
What a foolish suggestion!, foolish what
This is no different., this no different
The bike's mine., bike 's
I need some cash., i some cash need
I thought they'd heard us., i they us think hear
The instinct for survival is innate., instinct for innate survival
His schedule has been changed., his schedule change
I feel like such a fool., i such fool feel like
Have you ever driven a sports car?, you ever sport car drive
Your phone is ringing again., your phone again ring again
What did you eat for lunch today?, you lunch today eat for what
Close the window before going to bed., window bed close go to
There was nobody in the garden., there nobody in garden be
I weighed myself on the bathroom scales., i myself bathroom scale weigh
I want you to think about this., i you this want think about
I hear from him once a month., i him once month hear from
I helped you when you needed help., i you you help help need when
Tell me this isn't happening., this me tell happen no
We already know that., we already that know
Can you tell us how that'll work?, you that us tell work how
The murder charge was reduced to manslaughter., murder charge manslaughter reduce to
Are you afraid of spiders?, you afraid of spider
You have beautiful hands., you beautiful beautiful hand have
I quit smoking and drinking., i smoke and drink quit
Did you like the movie?, you movie like
We'll have loads of fun., we load of fun have
I had no idea what was happening., i no idea happen have happen what
There are many kinds of coffee., there many many kind of coffee
Have you eaten?, you eat
I've been sober for three years., i sober three year
His child's life is in danger., his child 's life danger
I've lost the key to my room., i my key my room lose
How many of you live here?, many of you here live here how
"You can swim, but I can't swim.", you i swim swim no
I'll be in my car., i my my car
"We can't be sure, can we?", we sure we no
You should not sleep., you sleep no
I want to file a complaint., i complaint want file
It's now 2:30.,it now 2:30
It was yesterday that he went there., it he yesterday there go there
She has her arm in a cast., she her her arm cast have
Could you speak as slowly as possible?, you possible as slowly as speak as
What time are we leaving?, we what time leave
I enjoyed your company., i your your company enjoy
"Sorry, I didn't hear you.", i you hear no
"You need help doing that, I think.", you i help do that need do think
Do not oversleep tomorrow morning., tomorrow morning oversleep no
"At home, we speak only French.", we home only french speak only
Tom won the costume contest., tom costume contest win
This room is too big., this room too big this too
This is a joke., this joke
I can't give you anything., i you anything give no
I'm looking for an ATM., i atm look for
Please iron the shirt., shirt iron
It's now or never., it now or never no
Which is your guitar?, your guitar which your
He's just arrived., he just arrive
Do me a favor and shut up., me favor do shut up
We can do this together., we this together do
I have heard the story., i story hear
What does he expect?, he expect what
You sound tired., you tired sound
Everything was better in the past., everything well past
My mother made me a bag., my mother me make
They admired the lovely scenery., they lovely lovely scenery admire
Do I have to pay you?, i you have pay
That's not what I ordered., that i order what no
"Don't just stand there, say something.", just there something stand there say no
They appointed him as a director., they him director appoint
Do you have plans for tonight?, you plan tonight have
Edison invented many useful things., edison many useful many useful thing invent
Are you a criminal?, you criminal
I'm writing a new book., i new new book write
We're just nervous., we just nervous just
I paid the check., i check pay
I've already considered that., i already that consider
They're not home yet., they home yet no
I have something for you to do., i you something do have do
Tom's rather busy just now., tom 's busy rather just now
Never tell a lie again., lie again tell
What do you hope to prove?, you hope prove what
Tom never listens to the teacher., tom teacher listen to no
We began our work at noon., we our our work noon begin
Tom was obviously dumbfounded., tom obviously dumbfound
Will you wait for me?, you me wait for
My brother insisted on going there alone., my brother there alone insist on go there
I guess we're not invited., i we guess invite no
Tennis is loads of fun., tennis load of fun
Tom just got back to Boston today., tom just back to boston today get back
Don't tell anyone this., anyone this tell no
We're aware of the risks., we aware of risk
I feel betrayed., i betrayed feel
I know that money isn't everything., i money everything know no
Happiness is more important than wealth., happiness more important than more wealth
She allowed me to go., she me allow go
The police searched the premises thoroughly., police premise thoroughly search
Would you be happier if I stayed?, you happy i stay
What's your son's name?, your son 's name what
She answered my letter right away., she my my letter right away answer
These jewels are expensive., these jewel expensive these
I'm sure Tom was involved., i sure tom involve involve
I hope this works., i this hope work
I'm afraid you have the wrong number., i afraid you have wrong wrong number have
Are we done?, we do
I don't blame you., i you blame no
I'm being followed., i follow
That's my goal., that my my goal
It's a real pleasure to meet you., it real real pleasure you meet
Dinner is almost ready., dinner almost ready almost
It reminded me of you., it me you remind
I won't let this happen., i this let happen no
Aren't you thirsty?, you thirsty no
I'm hung over., i hung over
I couldn't do that., i that do no
She's starting to annoy me., she me start annoy
I thought you read my resume., i you my my resume think read
They're part-time employees., they part time employee
Tom came here last night., tom last here last night come here
I know Tom is a good actor., i tom good good actor know
I'm going to work hard., i hard go work hard
A prolonged silence followed., prolonged silence prolonged follow
Tom hates being disturbed when he's studying., tom he hat disturb study when
Can you give me a better explanation?, you good me good explanation give
This sentence contains an error., this sentence this error contain
I was told never to do that., i that tell never do no
He is crazy about skiing., he crazy about ski
How will you pay your debts?, you your your debt pay how
It is getting warmer day by day., it warm warm day day get
Are you feeling lonely?, you lonely feel
He was impressed., he impressed
That goes without saying., that go without say
Everything was paid for., everything pay for
We left together., we together leave together
Were you unhappy?, you unhappy
Don't ask me about my private life., my private me my private life ask no
Will anything really change?, anything really change
What are we waiting for?, we wait for what
That isn't the way I heard it., that i way hear it hear no
My car broke down on the way., my car way break down
She has long hair., she long long hair have
I have a wife., i wife have
Shouldn't you be at school already?, you school already no
She advised me where to stay., she me advise stay where
I'm going to buy a new car., i new new car go buy
I don't know how to reach you., i you know reach how no
They know what happened., they know happen what
How much is it in dollars?, much it dollar how
He opened his mouth wide., he his his mouth wide open
He doesn't know any better., he good any good know any no
Are you lonely?, you lonely
I knew Tom was a painter., i tom painter know
You'd better start at once., you better start at
Take a bus., bus take
I stole it from Tom., i it tom steal
We haven't been informed yet., we yet inform yet no
Tom says he saw a ghost., tom he ghost say saw
He didn't say anything., he anything say no
I hope you two are happy., i you two happy hope
What gave me away?, me away give what
I had a good sleep last night., i good last good sleep last night have
I do believe you., i you believe
"Look, I'm really busy.", i really busy really look
Tom can't see us., tom us see no
"Tom is easygoing, isn't he?", tom easygoing he no
Where's the food?, food where
Swimming is a form of exercise., swimming form of exercise
Are you questioning my loyalty?, you my my loyalty question
So what happened to you anyway?, so you anyway happen to what
You're such a liar., you such liar
Put that stuff back in the box., that stuff back in box put
Who's next on the list?, next on list who
Tom went to sleep three hours ago., tom three hour ago go sleep
I'm really shocked., i really shock really
His book inspired me., his book me inspire
Do you think I should do this?, you i this think do
He died before the ambulance arrived., he ambulance die arrive
We'll give you a call., we you call give
This is extremely hard., this extremely hard extremely
They're my friends., they my my friend
You're not invincible., you invincible no
Tom has accepted another offer., tom another offer accept
I don't think I can do that., i i that think do no
That hat becomes you., that hat that you become
Every dog has his day., every dog his every his day have
What can you tell me about that?, you me that tell what
I want to hear who won., i want hear win who
Tom was barefoot., tom barefoot
You aren't ready for this., you ready for this no
I had to crawl under the fence., i fence have crawl under
This is something I want to do., this i something want want do
Tom will obey., tom obey
The holidays are coming., holiday come
Let's not wait for the others., 's others let wait for no
Where did you learn to make pizza?, you pizza learn make where
I was afraid that you'd say that., i afraid you say that say
You know the drill., you drill know
You look so beautiful today., you so beautiful so today look so
He pointed to the tower over there., he tower over there point to
What is your phone number?, your phone number what
That didn't surprise me at all., that me at all surprise no
Tom walks faster than Mary., tom faster than mary walk faster
I'd like to know where you are., i you like know where
You have cute eyes., you cute cute eye have
We looked at the video., we video look at
I persuaded him into accepting the offer., i him offer persuade accept
I think we can handle that., i we that think handle
Are you ready for today's game?, you ready for today 's today game
Did you have breakfast this morning?, you breakfast this morning have
I figured you might need some help., i you some help figure need
I'm not very good at French., i very good very french no
I'm not going to sell it., i it go sell no
I'm supposed to go., i supposed go
Where's the nearest shopping mall?, near shop mall where
We eat many kinds of food., we many many kind of food eat
I figured it out by myself., i it myself figure
She was aching all over., she all over ache all
I see fear in your eyes., i your fear your eye see
I'll text you the address., i you address text
I'm asking you as a friend., i you friend ask
I'll treat you., i you treat
He has two cars in his garage., he his two car in his garage have
Would you introduce yourself?, you yourself introduce
There's too much salt in this soup., there much too much salt this soup 's too
Stay calm and do your best., calm your best your best stay do
I regret that I didn't go there., i i there regret go there no
I apologize to all of you., i all of you apologize to
I don't have much interest in cooking., i much much interest in cook have no
I did it against my will., i my it my will do
He ran away with the money., he away money run away
We went skiing in Canada., we canada go ski in
He gave me a ride home., he me ride home give
"Frankly speaking, I don't like your haircut.", i your frankly your haircut speak like no
What do you want now?, you now want now what
It was extremely weird., it extremely weird extremely
I don't have anything to complain about., i anything complain have complain about no
Have yourself a drink., yourself drink have
We're here to play basketball., we here basketball play
Tom is already sleeping., tom already sleep
He's a teacher and so am I., he teacher so i.
They're going to the war., they war go to
I wonder if anything happened to him., i anything him wonder happen to
I don't think I've slept enough., i i enough think sleep enough no
I think Tom knows what he's doing., i tom he think know do what
A swarm of hornets attacked the children., swarm of hornet child attacked
They want me to talk to you., they me you want talk to
Do you think animals have souls?, you animal souls think have
Tom never liked Mary., tom mary like no
Tom continued talking for a while., tom while continue talk for
You must see a doctor., you doctor see
I'll never speak to you again., i you again speak to no
Say hello to your friends., your your friend say
It's the fastest train in the world., it fast fast train in world
I'm sorry to have disturbed you., i sorry disturb you disturb
I'll discuss the matter with my family., i my matter my family discuss
You've got to take care of yourself., you care yourself get take
She feeds her dog a meat-free diet., she her free her dog meat free diet feed
Can you honestly imagine that happening?, you honestly imagine happen
We've been here since 2013.,we here 2013
We're not from around here., we no
She scolded him for being late., she late him scold
I took dance lessons., i dance lesson take
Tom is reprimanding Mary., tom mary reprimand
It's not too late for you., it too late for too you no
Recently we have had several disasters., we several recently several disaster have
That's a doll., that doll
